perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3.6_months_late,Count_6.12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,renewal
0.114,14979,105040,1,0,0,99.53,9,C,Urban,7500,1
1,19358,90130,0,0,0,96.29,5,A,Urban,1200,1
0.032,10228,71470,0,0,0,99.64,9,A,Urban,1200,1
0.359,14611,225180,0,0,0,99.19,9,A,Urban,22200,1
0.155,13155,60050,0,0,0,99.1,9,A,Urban,1200,1
0.132,16795,176370,0,0,0,99.19,26,A,Rural,5400,1
0.013,16801,199830,0,0,0,99.03,11,C,Rural,7500,1
1,14977,150360,1,0,0,99.81,4,A,Rural,5400,1
0.166,21915,141150,0,0,0,99.51,6,A,Urban,7500,1
0.35,16804,394120,1,0,0,99.13,19,A,Urban,22200,1
0.357,21912,81110,0,0,0,99.07,13,D,Urban,3300,1
0,13152,157580,0,0,0,98.98,9,C,Urban,11700,1
0.1,25561,125060,0,0,0,99.15,7,A,Urban,7500,1
0,17170,230970,0,0,0,99.25,12,A,Urban,11700,1
0.631,19353,110610,1,1,0,97.89,11,A,Urban,7500,0
0.175,14610,270050,0,0,0,99.18,9,C,Rural,24300,1
0.326,25193,81140,5,1,0,96.96,17,B,Urban,3300,1
0,11328,62530,0,0,0,99.55,10,A,Urban,5700,1
0,17526,120050,1,1,0,99.58,5,D,Urban,7500,1
0.334,12418,199750,0,0,0,99.2,7,C,Urban,11700,1
0.05,23368,296340,0,0,0,99.48,10,B,Urban,1200,1
0.007,20088,201060,0,0,0,98.54,11,A,Urban,13800,1
0.013,25928,180110,0,0,0,99.83,14,B,Rural,7500,1
0.849,22645,94080,1,2,1,99.77,11,A,Urban,1200,0
0.983,12055,74450,0,0,0,99.71,3,B,Rural,3300,1
0.188,18258,240130,0,0,0,98.91,14,B,Urban,9600,1
0.006,14611,162230,0,0,0,99.33,12,D,Rural,11700,1
0.428,16435,108120,0,0,0,97.3,12,D,Urban,5400,1
0.04,23735,270040,0,0,0,99,8,A,Urban,26400,1
0.115,11687,96040,0,0,0,99.89,3,A,Urban,7500,1
0.856,16066,126030,0,2,1,99.71,3,C,Rural,1200,1
0.076,13151,172530,0,0,0,98.98,8,C,Urban,15900,1
0.052,24469,253900,0,0,0,99.75,13,A,Rural,11700,1
0,20081,120120,0,0,0,NA,11,B,Rural,5400,1
0,12789,204120,0,0,0,99.17,13,A,Urban,11700,1
0.051,18265,165070,0,0,0,98.62,9,B,Urban,7500,1
0,17170,170220,0,0,0,97.79,8,A,Urban,20100,1
0.814,9870,151940,0,0,0,99.31,7,B,Urban,9600,1
0.353,17899,180090,0,0,0,99.7,4,C,Rural,11700,1
0.427,9497,63110,0,0,0,99.46,7,B,Urban,3300,1
0.143,19350,106360,0,0,0,99.32,6,A,Urban,3300,1
0.625,15704,250450,0,0,0,98.28,16,B,Rural,7500,1
0,33960,120050,0,0,0,99.55,13,A,Rural,3300,1
0.915,24462,121720,0,0,0,99.71,7,A,Urban,9600,1
0.439,15337,198120,2,0,0,99.25,11,A,Rural,7500,1
0.296,18987,171570,0,0,0,98.73,20,B,Urban,9600,1
0.043,16435,132600,0,0,0,98.34,24,B,Urban,3300,1
0.315,22645,234600,0,0,0,98.98,11,A,Urban,11700,1
0.766,14610,148830,2,0,0,98.83,14,C,Rural,11700,1
0.989,12783,89480,0,0,0,97.65,7,B,Urban,5400,1
0.425,11690,106710,0,0,1,99.59,5,B,Urban,5400,1
1,15707,87270,0,0,0,98.99,8,A,Urban,5400,0
0.304,13876,153300,0,0,0,98.8,9,B,Rural,3300,1
0.825,22643,129070,0,0,0,98.94,15,A,Rural,5400,1
0.057,16798,90040,0,0,0,96.66,8,A,Rural,7500,1
0.065,32857,90040,1,0,0,99.44,12,B,Urban,7500,1
0.649,17165,390130,0,0,1,99.74,6,D,Urban,28500,1
0.092,17528,399050,0,0,0,98.85,19,A,Urban,22200,1
0.031,23007,128040,0,0,0,98.82,26,A,Rural,7500,1
0.062,13881,264100,0,0,0,99.19,10,A,Rural,20100,1
0.005,17890,92550,0,0,1,97.74,14,B,Rural,3300,1
0.203,17526,720120,0,0,0,99.54,6,C,Urban,41100,1
0.215,20451,150100,0,0,0,99.59,4,B,Urban,7500,1
0.238,22274,630110,1,0,0,99.34,13,A,Rural,3300,1
0.087,15337,105070,0,0,0,99.67,8,A,Urban,5400,1
0.409,16431,210070,0,0,0,99.16,13,D,Urban,13800,1
0.005,19359,379090,0,0,0,99.18,22,A,Rural,13800,1
0.009,20448,75120,0,0,0,99.1,9,B,Rural,5400,1
0.059,18989,96080,1,1,0,99.41,6,C,Rural,3300,0
0.903,9131,82110,0,0,0,99.09,13,A,Urban,1200,1
0.866,16795,92370,2,0,0,96.84,14,C,Urban,5400,1
0.03,24832,66800,0,0,0,99.24,13,A,Urban,3300,1
0.336,14606,30090,0,0,0,98.78,13,C,Rural,5700,1
1,10965,175100,0,0,0,99.68,5,A,Rural,3300,1
0.045,14605,105070,0,0,0,99.28,8,A,Urban,5400,1
0.052,16067,600070,0,0,0,99.89,9,A,Urban,24300,1
0.353,13512,171100,0,0,0,98.48,9,A,Rural,15900,1
0.763,16074,2250070,0,0,0,99.89,3,D,Urban,60000,1
0.012,16801,153900,0,0,0,99.47,17,A,Urban,7500,1
0.551,22638,300060,1,0,0,98.64,15,A,Rural,18000,1
0.091,17890,246150,0,0,0,99.84,13,E,Urban,11700,1
0.286,14606,90050,1,0,0,98.79,14,C,Rural,1200,0
0.02,10599,75110,0,0,0,NA,4,D,Urban,3300,1
0.375,18622,261110,0,0,0,99.39,15,A,Rural,13800,1
0.01,10962,60140,0,0,0,99.67,6,A,Rural,7500,1
0.039,22274,60030,0,0,0,99.88,4,A,Rural,5400,1
0,24830,167600,0,0,0,NA,4,A,Rural,13800,1
0.602,23003,61070,0,0,0,98.5,10,A,Rural,5400,1
0.938,23366,443310,2,0,1,98.6,11,B,Urban,24300,1
0.19,9865,176630,0,0,0,99.89,5,A,Rural,9600,1
0.707,29940,181130,2,0,0,98.28,18,B,Urban,9600,0
0.073,15345,125160,0,0,0,99.12,13,C,Urban,7500,1
0.464,33588,101840,0,0,0,99.18,4,A,Urban,3300,1
0.193,19724,252900,0,0,0,96.26,10,C,Rural,5400,0
0.279,16800,188320,0,0,0,98.52,9,C,Rural,20100,1
0.334,20081,167520,0,0,0,98.95,8,A,Rural,13800,1
0.111,28848,162030,0,0,0,99.81,17,A,Rural,3300,1
0.72,25190,51990,0,0,0,98.88,19,A,Urban,5400,1
1,12423,128940,0,0,0,98.98,7,A,Rural,5400,1
0.317,19351,212020,0,0,0,99.12,12,A,Urban,11700,1
0.409,15710,229980,0,0,0,99.4,11,C,Rural,15900,1
0.116,18259,63140,0,0,0,96.89,14,C,Urban,5700,1
0.074,10230,150140,0,0,0,99.55,8,A,Rural,7500,1
0.195,18628,102040,0,0,0,97.72,7,A,Urban,5400,1
0.165,19355,91640,1,0,0,98.89,11,B,Urban,5400,1
0,10231,204100,0,0,0,99.67,6,C,Urban,5400,1
0.039,22642,218010,0,0,0,99.36,13,A,Rural,1200,1
0.119,20810,484660,0,0,0,99.63,10,B,Rural,5400,1
0.485,11694,120050,0,0,0,99.85,3,A,Urban,5400,1
1,15341,132440,0,0,0,99.06,8,C,Rural,7500,1
0.808,16439,100140,1,0,0,99.76,14,A,Urban,7500,0
0,23010,63110,0,0,0,99.87,5,A,Urban,5400,1
0.75,17895,138530,2,0,0,96.59,24,A,Rural,3300,1
0.515,13511,207610,0,0,0,99.12,10,C,Rural,3300,1
0.012,12059,90110,0,0,0,98.45,9,A,Rural,3300,1
0.045,23369,70480,0,0,0,98.2,9,A,Urban,3300,1
0.447,18624,156070,0,0,0,99.39,9,A,Urban,15900,1
0.003,25921,125100,0,0,0,NA,6,A,Urban,7500,1
0.017,16802,180050,0,0,0,99.69,11,A,Urban,13800,1
0.099,25565,93410,0,0,0,99.87,6,B,Urban,7500,1
0.826,13151,240030,2,0,0,99.05,10,C,Urban,13800,1
0.313,10962,205230,0,0,0,99.64,7,B,Rural,1200,1
0.001,17162,225560,0,0,0,99.04,12,A,Rural,9600,1
0.263,9496,84250,0,0,0,99.86,4,A,Rural,3300,1
0.047,17165,720150,0,0,0,99.46,9,B,Urban,32700,1
0.588,20445,106660,1,0,0,97.25,20,A,Urban,3300,1
0,14977,135240,0,0,0,99.68,7,A,Urban,7500,1
0.069,25929,228120,0,0,0,99.43,14,B,Urban,13800,1
0.438,16069,321430,0,0,0,99.52,17,C,Rural,7500,1
0,22643,60090,0,1,1,98.49,9,B,Rural,5700,1
0.068,27018,75130,0,0,0,99.86,15,A,Rural,5400,0
0.169,16800,173080,0,0,0,99.7,9,A,Rural,9600,1
0.089,15709,90090,0,0,0,98.82,12,A,Urban,5400,1
0.264,17165,252070,0,0,0,99.1,12,D,Rural,13800,1
0.001,14614,139910,1,0,0,98.82,8,A,Rural,3300,1
0.198,23738,90120,0,0,0,98.46,10,A,Urban,1200,1
0.557,14611,225090,0,0,0,98.47,16,C,Rural,9600,1
0.02,27746,99110,0,0,0,98.86,14,A,Urban,5400,1
0,12415,126090,0,0,0,99.17,6,B,Urban,5400,1
0.24,14243,105140,0,0,0,99.4,16,A,Rural,5400,1
0,9499,60050,0,0,0,99.43,5,A,Rural,3300,1
0.201,14614,165350,0,0,0,99.44,10,A,Urban,11700,1
0.159,24470,150120,1,0,0,99.33,10,A,Urban,11700,1
0.595,23000,690570,1,0,0,98.76,20,C,Rural,18000,1
0.258,18259,265330,0,0,0,99.42,7,B,Rural,11700,1
0.827,21547,192030,0,0,0,98.76,12,A,Urban,9600,1
0.25,21175,45120,0,0,0,97.55,14,A,Rural,1200,1
0.071,26657,360080,0,0,0,99.18,9,B,Urban,13800,1
0.374,16071,204950,0,0,0,99.04,9,A,Urban,11700,1
0.127,25563,111050,0,0,0,99.07,13,A,Rural,1200,1
0,18623,324080,0,0,0,99.36,12,B,Rural,9600,1
0.062,23731,345140,0,0,0,98.92,9,B,Urban,18000,1
0.034,20452,145530,0,0,0,98.99,18,D,Urban,9600,1
0.955,15703,169400,0,0,0,98.88,16,B,Urban,11700,0
0.944,14970,263590,2,0,0,99.28,9,B,Urban,11700,1
0,27380,168050,0,0,0,99.26,9,C,Urban,11700,1
0.434,15701,450090,1,0,0,99.59,11,A,Rural,34800,1
0.088,21178,165150,0,0,0,99.8,20,A,Urban,7500,1
0.014,27380,76600,0,0,0,99.11,10,B,Urban,5400,1
0.572,21906,60030,2,0,0,98.86,8,A,Rural,5700,1
0.293,23365,432610,0,0,0,99.28,10,A,Urban,30600,1
0.094,21909,309820,1,0,0,99.52,7,B,Rural,22200,1
0.083,23374,192150,0,0,0,99.64,9,A,Rural,15900,1
0.385,16070,96130,0,0,0,98.05,15,D,Rural,7500,1
0.199,19351,48620,0,0,0,99.24,12,B,Urban,3300,1
0.269,15700,220020,1,0,0,99.73,16,A,Rural,5400,0
0.969,17168,194620,2,0,0,97.4,12,C,Rural,9600,0
0.169,22636,75080,0,1,0,98,19,A,Rural,5400,1
0.731,22644,65220,0,0,0,94.56,20,A,Urban,3300,1
0.145,20818,192880,0,0,0,99.03,18,E,Urban,18000,1
0.725,21185,159120,1,0,0,99.73,9,A,Urban,7500,1
0.967,18993,99540,0,0,0,99.15,5,A,Urban,5400,1
0.242,18625,240100,0,0,0,98.31,14,A,Rural,9600,1
0.084,18622,315050,1,0,0,99.42,16,A,Urban,30600,1
0.591,18623,90090,1,0,0,93.45,24,D,Rural,5400,1
0.943,10597,90540,0,0,0,99.78,7,B,Urban,5700,1
0.178,21549,195080,0,0,0,99.58,5,B,Urban,9600,1
0.05,17170,210570,0,0,0,99.28,12,C,Urban,9600,1
0.02,26654,240030,0,0,0,99.87,4,A,Urban,7500,1
0.315,20818,337560,0,0,0,99.3,12,A,Rural,11700,1
0.032,22276,90130,0,0,0,99.28,8,A,Urban,5400,1
0.892,20817,156110,0,0,0,98.72,7,A,Rural,7500,1
0.162,16799,190170,0,0,0,99.11,5,A,Rural,9600,0
0.932,18990,654130,0,0,0,98.92,15,B,Urban,24300,1
0.029,11328,202760,0,0,0,99.05,9,A,Rural,1200,1
0.131,16431,156840,0,0,0,99.87,5,B,Rural,11700,1
0.031,13518,275050,0,0,0,99.17,13,D,Rural,1200,1
0.083,13149,302410,0,0,0,99.14,11,A,Rural,11700,1
0.169,23739,225100,0,0,0,99.7,9,C,Urban,15900,1
0.003,19359,160080,0,0,0,99.68,14,E,Rural,7500,1
0.06,22637,137740,0,0,0,99.82,11,A,Urban,7500,1
0.915,22645,225090,1,0,0,98.52,17,B,Urban,15900,1
0.039,20088,351280,0,0,0,98.41,19,C,Urban,20100,1
0.54,22278,263850,0,0,0,98.46,20,A,Rural,13800,1
1,15706,118930,0,0,0,99.23,6,B,Urban,7500,1
0.53,13148,210100,0,0,0,99.13,9,B,Rural,13800,0
1,10226,109930,0,1,0,NA,2,A,Urban,5400,1
0.081,19356,288090,2,0,0,98.72,17,D,Urban,9600,1
0.76,18260,230480,0,0,0,98.45,14,D,Urban,13800,1
0.071,13151,225040,0,0,0,99.22,7,A,Urban,26400,1
0.106,19351,120110,0,0,0,98.18,21,A,Rural,7500,1
0.619,19715,107850,2,0,0,97.44,22,A,Rural,5400,1
0.473,13153,144030,0,0,1,98.73,16,D,Rural,7500,0
0.105,14607,162520,0,0,0,99.16,13,A,Urban,11700,1
1,10232,50170,0,0,0,99.89,4,A,Rural,5700,1
0.454,17900,94650,0,0,0,98.91,8,A,Urban,3300,1
0.956,13510,105090,0,0,0,99.34,5,A,Urban,3300,1
0,14974,97560,0,0,0,NA,6,A,Rural,3300,1
0.878,12057,95670,0,0,0,99.16,9,D,Rural,5700,1
0.781,17896,150130,5,0,1,98.95,9,B,Rural,1200,1
0.333,21915,405690,0,0,0,99.08,8,A,Urban,3300,1
0.02,18628,192070,0,0,0,99.89,9,A,Rural,9600,1
0.066,27023,155130,0,0,0,99.72,9,A,Rural,5400,1
0.667,22640,91080,1,0,0,99.07,15,A,Rural,7500,1
0.032,14245,117120,0,0,0,98.41,16,B,Rural,1200,1
0.183,14244,185210,0,0,0,98.39,15,A,Rural,11700,1
0.134,27388,151230,0,0,0,99.83,6,A,Rural,5400,1
0.765,16805,286770,0,0,0,99.11,15,B,Urban,13800,1
1,18256,96090,0,0,0,99.82,7,B,Rural,3300,1
0.022,21549,332600,0,0,0,99.89,13,A,Rural,3300,1
0.938,22278,234080,0,0,0,98.65,9,A,Urban,18000,1
0.015,22645,62590,0,0,0,99.87,16,A,Urban,1200,1
0.391,11695,168140,0,0,1,99.36,13,D,Urban,18000,1
0.285,20449,159680,0,0,0,97.76,18,C,Urban,9600,1
0.368,19725,37690,1,0,0,98.52,9,A,Urban,3300,1
0.173,23375,79000,0,0,0,98.83,7,A,Urban,7500,1
0.038,25565,411050,0,0,0,99.72,10,A,Rural,24300,1
1,22636,117370,1,1,0,99.42,5,A,Urban,7500,1
0.374,14976,248640,0,0,0,98.61,18,C,Urban,11700,1
0.225,16069,348040,0,0,0,99.69,10,D,Urban,18000,1
0.028,25561,193510,0,0,0,99.31,11,B,Urban,9600,1
0.052,18628,252550,0,0,0,99.21,13,A,Rural,26400,1
0.072,21912,310810,1,0,0,99.22,12,A,Urban,15900,1
0,26289,92610,0,0,0,99.55,6,A,Urban,5400,1
0,18988,212600,0,0,0,98.95,9,B,Urban,11700,1
0.994,19354,230010,1,0,0,98.66,12,A,Rural,3300,1
0.222,14975,37690,0,0,0,95.04,9,A,Urban,1200,1
0.106,21180,324080,0,0,0,99.22,17,A,Urban,20100,1
0.04,29579,66080,0,0,0,99.38,6,A,Urban,3300,1
0.565,10594,147460,0,0,0,99.09,6,C,Urban,13800,1
1,10959,150110,0,1,0,99.86,3,B,Urban,9600,1
0.023,20084,90090,0,0,0,99.42,13,A,Rural,9600,1
0.004,22270,350020,0,0,0,99.76,8,B,Rural,18000,1
0,20817,242640,0,0,0,98.88,15,B,Rural,11700,1
0.033,21185,233900,0,0,0,99.02,8,B,Urban,9600,1
0.185,17533,102080,0,0,0,98.89,10,A,Urban,5400,0
0.33,19717,357150,0,0,0,99.45,9,B,Urban,9600,1
1,12424,90090,1,3,0,99.89,2,A,Urban,5400,0
1,16067,122060,0,0,0,99.89,4,D,Urban,1200,1
0.432,17162,106050,0,2,1,99.65,6,A,Rural,9600,0
0.974,21550,200540,0,0,0,99.51,7,A,Urban,9600,1
0.111,19716,170090,0,0,0,99.77,8,B,Rural,9600,1
0.218,18262,75120,0,0,0,99.05,13,B,Urban,5400,1
0.319,24099,306070,0,0,0,98.78,18,C,Rural,3300,1
0.022,18257,85160,0,0,0,98.59,5,B,Urban,5400,1
0.181,13518,60130,1,0,0,99.87,4,A,Urban,5400,1
0.05,16437,268290,0,0,0,99.22,9,D,Urban,18000,1
0.048,11689,163270,0,0,0,99.21,14,B,Rural,7500,1
0.377,13152,129090,0,0,0,99.77,6,A,Urban,7500,1
0.122,20445,165030,1,0,0,99.66,10,A,Urban,7500,1
0,21178,118860,0,0,0,98.75,14,A,Urban,7500,1
0.003,24096,54110,0,0,0,98.82,18,A,Rural,5400,1
0.065,24104,200050,0,0,0,99.33,8,A,Urban,13800,1
0.568,24826,90050,1,0,0,97.95,8,A,Rural,9600,1
0,16433,1605060,0,0,0,99.75,14,C,Urban,60000,1
0.573,25924,209690,0,0,0,98.69,13,A,Urban,11700,1
0.019,8410,76860,0,0,0,NA,5,A,Urban,5400,1
0.14,21181,97220,1,0,0,99.57,9,A,Rural,5400,1
0.097,22278,174120,0,0,0,99.25,8,A,Urban,9600,1
1,9860,36110,0,1,0,99.61,5,A,Rural,5700,1
0.097,16435,312550,0,0,0,99.41,7,C,Urban,11700,1
0.009,28845,75100,0,0,0,99.88,10,A,Urban,5400,1
0.01,12060,491340,0,0,0,99.6,6,A,Rural,20100,1
0.02,11321,123450,0,0,0,99.1,6,A,Rural,15900,1
0.195,12058,69100,0,0,0,98.98,12,B,Urban,1200,1
0.186,24460,127830,0,0,0,98.6,36,A,Urban,7500,1
0.88,21544,86930,0,0,0,98.38,8,A,Urban,5400,1
0.088,10597,120050,0,0,0,99.5,9,B,Rural,3300,1
0.986,8039,102180,0,0,0,99.89,4,A,Urban,7500,1
0.009,21545,133140,0,0,0,98.94,6,B,Rural,5400,1
0.345,15701,180140,0,0,0,98.94,16,A,Urban,9600,1
0.118,21183,166610,0,0,0,98.46,25,A,Urban,11700,1
0,10233,101770,0,0,0,99.84,7,A,Urban,5400,1
0.069,16072,150110,0,0,0,98.19,10,A,Rural,5400,1
0,32499,150150,0,0,0,99.86,19,A,Urban,9600,1
0.304,23732,187390,0,0,0,98.83,14,A,Urban,11700,1
0.438,20448,582150,1,1,0,99.51,9,D,Rural,13800,1
0.812,17167,192860,0,0,1,99.41,16,D,Urban,18000,1
0.308,25925,225080,0,0,0,98.5,12,A,Urban,5400,1
0.138,9503,157580,0,0,0,98.87,14,A,Urban,3300,1
0.094,14971,57110,0,0,0,96.72,19,D,Urban,5700,1
0.007,22271,300130,0,0,0,99.7,14,A,Rural,9600,1
0.067,16437,309040,0,0,0,99.22,8,C,Urban,13800,1
0.003,24833,69040,0,0,0,NA,7,A,Urban,3300,1
0.06,16800,235650,0,0,0,99.89,6,A,Urban,20100,1
0,26290,380050,1,0,0,99.57,11,A,Urban,22200,1
0.568,16069,74660,1,0,0,98.87,9,C,Rural,7500,0
0.002,14249,278730,0,0,0,99.7,10,C,Urban,11700,1
0.983,19717,130060,1,0,0,99.42,10,C,Rural,3300,1
0.093,17169,150070,0,0,0,99.08,9,D,Urban,1200,1
0.491,12790,63990,0,0,0,98.09,9,A,Rural,5700,1
0.969,16800,219040,3,1,1,99.8,10,B,Urban,11700,0
0.129,21910,156100,0,0,0,99.3,8,A,Urban,11700,1
0.361,22635,255090,0,0,0,99.21,10,A,Urban,11700,1
0.115,14974,79670,0,0,0,98.11,12,D,Urban,3300,1
1,13154,75070,0,0,0,98.02,7,A,Urban,7500,1
0.065,28841,33040,7,0,0,98.1,14,A,Urban,1200,1
0.482,15700,180110,0,1,0,98.97,9,A,Urban,7500,1
0.767,11329,350070,0,0,0,98.87,23,C,Rural,15900,1
0,21183,81030,0,0,0,NA,3,A,Urban,3300,1
0.262,17898,91520,0,0,0,99.81,4,B,Rural,1200,1
1,17894,156130,0,0,0,NA,2,E,Rural,7500,0
0.337,22271,45030,0,0,0,98.38,17,A,Urban,5400,1
0.977,16432,288720,0,0,0,99.08,9,B,Rural,15900,1
0.122,24098,270100,0,0,0,99.46,11,A,Rural,11700,1
0.029,17896,259010,0,0,0,99.37,10,D,Rural,18000,1
0.351,15709,95070,0,1,0,99.69,6,B,Urban,3300,1
0.053,16803,217560,0,0,0,99.26,9,B,Rural,9600,1
0.033,28479,75030,0,0,0,99.86,11,A,Urban,7500,1
0.074,25926,250130,0,0,0,99.64,7,A,Urban,22200,1
0.182,16075,70560,0,0,0,99.48,6,C,Urban,3300,1
0.954,13516,72110,0,0,0,96.72,11,B,Urban,5400,1
0.055,12420,285060,0,0,0,98.4,12,C,Rural,9600,1
0.359,17900,143060,0,0,0,99.31,13,C,Urban,7500,1
0.024,24827,356530,0,0,0,99.48,13,A,Rural,36900,1
0.024,22275,126110,0,0,0,99.89,5,A,Urban,5700,1
0.944,16800,532560,2,0,1,98.82,21,B,Urban,45300,0
0.234,26656,414020,7,0,3,98.08,26,A,Rural,20100,1
1,20451,210030,1,3,1,99.74,5,A,Rural,11700,1
0,20813,64900,0,0,0,99.6,5,A,Urban,1200,1
0.389,24470,174060,0,0,0,94.55,13,A,Urban,5400,1
0.003,23368,195740,0,0,0,99.21,10,A,Rural,1200,1
0,21177,156690,0,0,0,99.25,5,A,Urban,9600,1
0,14243,585140,0,0,0,99.68,16,D,Rural,28500,1
0.747,12057,72060,0,0,0,98.71,10,C,Rural,3300,1
0.618,14606,240030,0,0,0,99.67,5,D,Urban,20100,1
0.5,14615,307590,0,0,0,99.15,12,D,Urban,22200,1
0.784,18265,148580,0,3,0,NA,4,A,Urban,11700,0
1,19715,225080,0,0,1,99.58,6,C,Rural,20100,1
0.043,12782,187570,0,0,0,97.72,11,A,Urban,13800,1
0.032,14241,132940,0,0,0,99.65,7,D,Rural,7500,1
0.187,13516,195040,0,0,0,98.96,10,B,Rural,9600,1
0.594,23731,489120,0,0,0,99.32,20,A,Urban,24300,1
0.052,13879,628620,0,0,0,98.19,21,D,Rural,28500,1
0.212,12051,60090,0,0,0,99.53,10,A,Urban,3300,1
0.244,11690,157530,0,0,0,99.79,4,B,Rural,3300,1
0.495,16434,345090,1,0,0,98.34,8,C,Rural,13800,1
0.985,13154,53450,0,0,0,96.79,7,C,Urban,3300,1
0.889,17163,375100,0,0,0,98.99,16,A,Rural,18000,1
0.475,16801,210070,0,0,0,98.14,13,C,Urban,5400,1
0.084,12786,180110,0,0,0,98.91,10,A,Rural,5400,1
0.426,16438,252870,0,0,0,99.05,11,D,Urban,13800,1
0,9504,60060,0,0,0,99.3,7,A,Rural,1200,1
0.046,20083,300090,0,0,0,99.27,15,C,Urban,20100,1
0.002,19721,356300,0,0,0,99.57,8,B,Rural,34800,1
0.845,21908,260750,0,0,0,99.08,8,C,Rural,1200,1
0.062,14609,201120,0,0,0,99.36,7,A,Rural,13800,1
0.028,18265,172190,0,0,0,98.98,10,A,Rural,7500,1
0.287,18988,87530,0,0,0,99.26,12,C,Urban,3300,1
0.255,17164,160050,0,0,0,98.85,15,C,Urban,5400,1
0.987,16432,90130,0,0,0,97.75,17,C,Urban,5400,1
0.261,13512,316850,1,0,0,98.97,11,E,Urban,18000,1
0.336,14248,196620,2,0,0,99.12,9,A,Urban,13800,1
0.31,18991,104490,0,0,0,99.4,6,A,Urban,11700,1
0.887,16066,48120,1,0,0,97.33,14,A,Urban,3300,0
0,12781,234420,0,0,0,99.27,8,A,Rural,9600,1
0.046,14241,156370,0,0,0,99.09,9,C,Rural,7500,1
1,26655,78140,0,0,0,98.84,6,A,Rural,7500,1
0.435,21909,180940,0,0,0,99.55,9,A,Rural,15900,1
0.042,18985,288640,0,0,0,99.45,11,C,Urban,13800,1
0.062,14249,312610,0,0,0,98.54,10,D,Rural,24300,1
0.354,10599,72560,0,0,0,99.5,6,A,Rural,1200,1
0.168,16437,90030,0,0,0,99.46,11,C,Urban,5400,1
0.054,13519,111110,0,0,0,98.82,10,A,Urban,1200,1
0.285,18986,300120,1,0,0,98.99,13,D,Urban,20100,1
0.014,23366,105070,1,0,0,99.03,13,A,Rural,11700,1
0.071,25926,144030,0,0,0,98.89,13,A,Urban,9600,1
0.005,16069,270180,0,0,0,99.6,7,B,Urban,11700,1
0.02,20812,93030,0,0,0,98.81,13,A,Urban,7500,1
0.973,15706,120040,0,0,0,98.7,9,B,Urban,5400,1
0.626,24460,218360,1,0,0,98.71,18,A,Urban,7500,1
0.074,18625,234120,0,0,0,99.5,11,D,Rural,1200,1
0.108,17893,240070,1,0,0,99.33,12,C,Rural,5400,1
0.033,23008,120110,0,0,0,99.28,9,B,Urban,5400,1
0.249,14979,67500,0,0,0,97.89,9,C,Rural,7500,1
0.142,22645,549150,2,0,0,99.04,30,B,Urban,28500,1
0.382,13885,104530,1,0,0,97.65,10,C,Rural,7500,1
0.849,26651,188050,2,1,0,96.78,6,A,Rural,15900,1
1,15336,90150,0,0,0,98.19,12,A,Urban,5700,1
0.298,20446,222130,0,0,0,99.17,14,A,Rural,9600,1
0.355,22276,141060,0,0,0,99.25,10,A,Rural,1200,1
0.196,24099,315140,0,0,0,99.41,13,E,Urban,3300,1
0.781,18256,123080,0,0,0,99.19,8,B,Rural,5400,1
0,30304,51100,0,0,0,99.38,10,A,Urban,5700,1
0.986,15700,99140,0,0,0,99.54,5,B,Rural,7500,1
0.976,13885,162560,0,0,0,99.5,13,A,Urban,15900,1
0.02,31398,215210,0,0,0,99.89,10,A,Urban,13800,1
0,28110,98620,0,0,0,99.12,12,A,Urban,7500,1
0.015,19722,168040,0,0,0,99.32,10,A,Urban,7500,1
0.133,12419,190120,2,0,0,99.85,9,B,Rural,7500,1
0.016,14610,165850,0,0,0,99.29,10,B,Urban,13800,1
0.006,32133,96150,0,0,0,99.89,10,A,Urban,3300,1
0.026,25561,250070,0,0,0,99.79,9,A,Rural,20100,1
1,13513,152590,0,1,0,99.21,3,D,Rural,3300,1
0.283,13880,95830,0,0,0,99.54,8,A,Rural,3300,1
0.067,21549,167620,0,0,0,99.34,7,A,Urban,11700,1
0.319,14611,375060,0,0,0,98.2,12,B,Urban,22200,1
0.59,16434,125530,0,0,0,98.02,8,B,Rural,5400,0
0.004,24101,197480,0,1,0,99.14,11,A,Rural,13800,1
0.65,16065,377610,0,0,0,98.88,10,D,Rural,7500,1
0.21,18259,95500,0,0,0,97.17,14,D,Rural,5400,1
0.999,25190,249960,0,0,0,99.41,10,B,Urban,11700,1
0.01,17160,280600,0,0,0,99.38,11,A,Urban,11700,1
0.095,9500,90150,0,0,0,99.67,6,A,Rural,7500,1
0.227,21181,158630,0,0,0,99.08,11,B,Rural,5400,1
0.217,15339,45150,0,0,1,98.49,5,A,Urban,3300,1
0.027,13875,630060,0,0,0,99.52,9,A,Rural,20100,1
0,16437,162100,0,0,0,98.99,8,D,Rural,13800,1
0.682,19723,60090,1,0,0,98.92,8,A,Rural,5700,1
1,12782,183050,0,0,0,98.44,9,A,Urban,9600,1
0.339,18262,447630,0,0,0,99.06,21,C,Urban,32700,1
0.251,19720,450090,0,0,0,99.05,10,D,Urban,22200,1
0.026,15344,210090,0,0,0,99.89,6,C,Rural,13800,1
0.016,20814,630060,0,0,0,99.66,17,A,Urban,41100,1
0,18622,195130,0,1,0,98.75,12,B,Urban,7500,1
